id, x, y 
9576, -0.455, -1.947 
7789, 1.146, -0.974 
9579, -0.451, -1.966 
4977, -3.434, 0.442 
8242, 2.974, 3.702 
7149, 1.870, 2.332 
7145, 0.021, 3.042 
7062, 1.555, -1.161 
7140, 0.410, 0.480 
4972, -2.103, 0.685 
8721, 0.588, -1.176 
8720, 0.786, -0.319 
4973, -2.103, 0.685 
8725, 2.292, -0.386 
8727, 2.434, -0.437 
8726, 2.434, -0.436 
8052, 1.234, 0.509 
8051, 1.287, 0.437 
8050, 1.244, 0.469 
8505, 1.125, 0.608 
8506, 1.722, 1.422 
8058, 2.137, -1.089 
6536, 1.208, 1.337 
8290, 1.337, -1.710 
5661, -2.917, -0.896 
6535, 1.126, 0.618 
6532, 0.808, 2.012 
5666, -3.052, -0.363 
8297, 0.677, 1.458 
8296, 1.320, -2.577 
5669, -2.594, -0.315 
5668, -2.413, -0.351 
6538, 0.750, 2.086 
6539, -5.899, 1.411 
7498, 2.038, -1.456 
7499, 1.002, -1.831 
7492, 1.860, 1.624 
8246, 2.112, 4.072 
7490, -0.527, 2.033 
7491, 1.746, 0.044 
7496, 2.057, -1.409 
7497, 1.769, 0.909 
7494, 2.427, -1.845 
7495, 1.859, 0.554 
8615, 1.326, -0.934 
8614, 1.306, -0.845 
8617, -0.714, 0.547 
8616, -0.482, 0.479 
8611, 0.947, 0.876 
8610, 1.509, -1.058 
8613, -0.660, -1.422 
8612, 1.509, -1.058 
8619, -0.755, 0.536 
8618, -0.833, 0.505 
9097, 0.610, 0.485 
8479, 1.463, -1.439 
8478, 1.888, -1.077 
8475, 1.964, -1.298 
8474, 1.009, 0.650 
8476, 1.973, -1.330 
7566, 2.556, 0.323 
6403, 0.271, -2.111 
7564, 0.871, -0.070 
6406, 2.354, 0.413 
6407, 2.151, 1.433 
5719, -3.154, -0.574 
7561, 0.355, -0.441 
5717, -3.163, -0.573 
5716, -3.163, -0.573 
5715, -3.154, -0.571 
6409, 2.137, 1.445 
5713, -2.781, -0.493 
5712, -3.201, -0.543 
7568, 2.003, 0.126 
7569, 1.092, -0.646 
7765, 1.024, -1.323 
7766, -0.744, 0.066 
7767, -2.477, -1.109 
7762, 1.070, 0.522 
7763, 1.070, 0.521 
9308, 1.700, -0.512 
7768, 0.752, 0.302 
7769, 0.925, 0.210 
9309, 1.240, -0.938 
9655, 0.605, -0.167 
6745, 0.423, 0.292 
6744, 0.515, 2.623 
6747, 0.423, 0.292 
4767, -2.990, 1.124 
6742, -3.499, -0.136 
4769, -1.130, 0.268 
4768, -3.019, 1.123 
6749, 0.424, 0.265 
8765, -2.154, 0.089 
9307, -2.617, -0.899 
7222, 0.806, -0.421 
6439, 1.256, 2.382 
9302, -2.613, -0.550 
9955, 2.376, 0.550 
5802, 1.104, 0.635 
5800, -2.650, -0.756 
9951, 1.258, -0.576 
9950, 1.546, 0.846 
9953, 1.273, -1.292 
5098, 0.487, -1.734 
7246, 1.885, -1.191 
8649, -2.198, -0.884 
9985, 0.757, 1.209 
8647, 1.647, -1.064 
6230, 0.875, -1.534 
5930, 0.925, -0.113 
7816, -2.338, -0.825 
7817, -2.442, -0.464 
7814, -2.551, -0.228 
7815, 1.960, 0.027 
7812, -2.521, -1.042 
7813, -2.696, -0.581 
7811, -2.493, -0.925 
6233, 0.780, -0.749 
7818, 1.960, 0.027 
6232, 0.826, -0.345 
5065, -3.154, -0.583 
9378, 0.969, 0.164 
5067, 2.555, -1.773 
5061, -3.154, -0.583 
5063, -3.154, -0.583 
9371, 1.163, 0.579 
5068, -3.154, -0.583 
8963, -1.409, 0.221 
7960, -0.618, -0.144 
7961, 1.118, 0.616 
7966, 2.083, 0.344 
7967, 1.124, 0.620 
9179, -1.168, 0.242 
9789, 3.170, 4.752 
9176, -0.628, 0.316 
9174, -0.754, 0.521 
9170, -0.720, 0.500 
9573, -0.458, -1.985 
9572, -0.459, -1.976 
9571, -0.495, -2.158 
9570, -0.447, -2.065 
9577, -0.481, -1.968 
4979, -3.321, 0.999 
9575, -0.461, -1.980 
4974, -4.426, 0.828 
4975, -4.325, 0.400 
4976, -4.148, 0.638 
9578, -0.451, -1.966 
4970, 1.079, 0.643 
4971, -4.128, 1.073 
6255, 0.939, -2.129 
6254, 2.461, 0.171 
5393, 0.319, 0.426 
5392, 0.268, 0.130 
5391, 0.308, -0.052 
5390, 1.182, 0.234 
5397, 1.836, -1.976 
5396, 2.106, -2.003 
5395, 1.745, -1.392 
5394, 1.936, 0.700 
5399, 0.625, -2.149 
5398, 2.188, -1.757 
9719, 1.501, -0.784 
9711, 2.217, -0.069 
8547, 1.124, 0.620 
8884, -1.897, -1.045 
8880, -1.814, -0.668 
8881, -1.814, -0.670 
8882, -1.816, -0.673 
8883, -1.899, -1.047 
8543, 0.847, 1.699 
5584, -3.084, -0.442 
7023, 1.600, 1.530 
7022, 1.488, -0.038 
7021, 1.111, 0.599 
9004, -2.662, -0.184 
9003, -2.809, -0.604 
9002, -2.230, -1.263 
5489, -1.205, 0.104 
7024, 1.530, 1.494 
5487, -3.203, -0.602 
5486, -3.203, -0.602 
5485, -1.181, -0.550 
7028, 1.263, 0.414 
5482, -3.203, -0.602 
5481, -3.203, -0.602 
5480, -1.189, -0.553 
9007, -2.989, -0.264 
9395, 2.097, -0.085 
5248, 0.121, 0.281 
9391, 0.352, 0.557 
9390, 0.470, 0.668 
5245, -3.940, 0.260 
5244, 0.183, 2.332 
5247, -3.208, -1.267 
7598, -2.503, -1.092 
5241, -2.973, -0.206 
5240, 0.829, 0.079 
5243, 2.114, 5.338 
5242, -2.975, -0.227 
6473, 1.467, 0.482 
5711, -0.781, 0.463 
7595, -2.427, -1.052 
9001, -2.529, -0.691 
7282, 1.639, -2.027 
9000, -0.111, 0.466 
7799, -3.107, -0.770 
7280, 0.799, -1.940 
9834, -0.113, -0.889 
7935, 1.124, 0.620 
7793, 1.143, 0.195 
7792, 0.805, -1.433 
7795, 1.115, 0.602 
7286, -2.527, -0.113 
9108, 0.610, 0.485 
8492, 0.889, 0.598 
7154, -2.527, -0.113 
7153, 1.361, -0.781 
8491, 1.973, -1.280 
7151, -1.226, 1.038 
8068, 2.130, -1.095 
8069, 2.133, -1.094 
8066, 2.086, -0.996 
9102, 0.610, 0.485 
8065, 1.645, -0.155 
8063, 1.492, -0.229 
8061, 1.973, -0.803 
7485, 2.584, -1.771 
7484, 0.938, -1.989 
7487, 1.867, 0.313 
7486, 1.746, 0.044 
7481, 1.769, 0.909 
7480, 1.375, 0.840 
7483, 1.859, 0.554 
7482, 2.809, -1.043 
6529, 1.125, 0.618 
6528, 0.948, 2.285 
5654, -2.890, -0.462 
5655, -2.890, -0.462 
7489, 2.153, -2.016 
8261, 0.754, -1.678 
5650, -3.157, -0.573 
9392, 0.417, 0.546 
8661, 1.195, 0.390 
8662, -0.051, 0.442 
8663, -0.835, 0.502 
8664, 1.195, 0.390 
8665, 0.237, -0.006 
8666, 0.471, -0.108 
7458, 0.860, 0.434 
8409, 1.194, -0.671 
8400, 1.733, -0.618 
7459, 0.588, -0.329 
8403, 1.284, -0.695 
8406, 1.270, -0.987 
8407, 0.889, 0.598 
5728, -2.934, -0.855 
5729, -3.153, -0.575 
6419, 0.413, -1.488 
6418, 0.144, -1.040 
7577, -2.527, -0.113 
5722, -3.076, -0.721 
5723, -3.180, -0.565 
9816, 2.085, 5.370 
9817, 1.996, 5.322 
6411, 2.137, 1.444 
6410, 1.126, 0.619 
5724, -3.176, -0.565 
6412, 2.137, 1.445 
7777, 1.675, 1.073 
7775, 1.223, -0.103 
7773, -1.385, -0.043 
7772, -2.120, -0.344 
7771, 1.228, 0.023 
7779, 0.691, 0.814 
7778, 0.572, 0.360 
6730, 0.644, 0.327 
6731, 0.644, 0.327 
8316, 0.244, -0.745 
6342, 1.261, 2.394 
6734, 1.194, 0.063 
4794, -2.951, -1.030 
4793, -1.078, 0.014 
8084, 2.069, -1.029 
8085, 2.078, -1.037 
8086, 2.069, -1.029 
5835, -3.489, -0.560 
5832, -3.877, 0.798 
8081, 2.078, -1.037 
5830, 1.120, 0.624 
8083, 1.234, 0.479 
8088, 2.084, -1.041 
8089, 2.069, -1.029 
5839, -3.538, -0.545 
9929, 1.679, 2.081 
8218, -2.833, -1.135 
9207, -2.211, -0.787 
6082, 2.461, 0.171 
6083, 1.211, 0.580 
6080, 1.766, 0.195 
6081, 1.678, -1.158 
6187, 0.928, 0.612 
8140, 2.089, -1.034 
6648, 1.028, 0.186 
6649, 1.356, 0.199 
6645, 2.871, -0.861 
6647, 1.378, 0.990 
6640, 0.934, 0.556 
6643, 1.026, 0.552 
5902, 0.692, -0.334 
5903, 0.692, -0.334 
5904, 2.160, -0.768 
8746, -2.196, -0.953 
5908, 2.253, -1.582 
7801, 0.954, -1.067 
7803, 1.059, -0.325 
7802, 0.636, -0.334 
7804, 0.800, -1.014 
7807, 0.830, -1.131 
7806, 0.954, -1.067 
7808, 0.830, -1.131 
8741, 0.588, -1.176 
6496, 0.619, -0.612 
6398, -1.011, 0.394 
6399, -2.816, 0.251 
6252, 1.249, 0.429 
6393, -4.122, 0.115 
6390, -2.816, 0.251 
6396, -3.285, -0.235 
6397, -3.113, 0.349 
6394, -3.284, -0.377 
6395, -2.816, 0.251 
5010, 1.070, 0.650 
5289, 0.132, 1.141 
5013, 1.054, 0.657 
5014, 1.076, 0.646 
5015, 1.052, 0.659 
5016, 1.039, 0.664 
5288, 2.638, 6.161 
5018, 1.060, 0.653 
4892, -5.160, 1.216 
8134, 2.076, -1.035 
9498, 0.852, 0.206 
9148, 0.190, 0.550 
7979, 0.938, -0.022 
9490, 1.545, -0.688 
9143, 0.951, 0.506 
9492, 2.681, 2.796 
7976, -2.667, -0.251 
9494, 3.117, 3.932 
9495, 2.670, 2.791 
7973, -3.249, -0.482 
9497, 1.663, -1.070 
6265, 1.919, 1.492 
6262, 0.723, 0.044 
4969, -2.616, 0.638 
4968, -4.707, 0.829 
4967, -5.163, 1.582 
4966, -4.578, 0.882 
9544, 0.851, 0.644 
4963, 0.874, 0.759 
5283, -2.080, 0.470 
4961, -2.373, 0.851 
4960, -4.702, 0.660 
9724, 1.465, -0.761 
9725, 1.454, -0.603 
9722, 1.500, -0.795 
9720, 1.286, 0.110 
9721, 1.495, -0.821 
7094, 0.045, -1.154 
9728, 1.516, -1.028 
5128, -0.799, -2.360 
5129, -1.646, 0.502 
5124, -3.157, -0.591 
5125, -0.882, -1.523 
5126, -0.903, -2.068 
5127, -1.516, 0.768 
5120, -1.014, 0.172 
5121, -2.456, -0.253 
5122, -1.139, -0.057 
5123, 1.124, 0.620 
8137, 1.504, -2.437 
8898, -0.555, 0.121 
7373, -0.072, -3.437 
7158, 1.099, 1.452 
7377, 2.626, 0.086 
7376, 0.635, 0.345 
7375, 1.063, 0.467 
7374, 3.006, 0.015 
7233, 1.905, -1.053 
9197, -1.894, -1.146 
9196, -2.527, -0.113 
9032, -2.745, -1.107 
9033, -2.445, -0.850 
9030, -1.761, -0.480 
9031, 1.061, 0.651 
9036, -2.916, -0.261 
9037, -0.259, 0.518 
9034, -2.551, -0.946 
9035, -2.688, -0.737 
9038, 1.041, 0.661 
9039, -0.248, 0.524 
7012, 1.600, 1.530 
7013, 0.264, -1.242 
7010, 0.269, -1.221 
7011, 1.441, 1.200 
5238, -3.061, -0.382 
5239, -2.969, -0.205 
5230, -2.673, -0.796 
5043, 0.954, 0.705 
5232, -3.208, -0.731 
5233, -2.985, -0.744 
5234, -2.799, -0.676 
5235, -2.871, -0.648 
5236, -3.061, -0.476 
5237, 1.117, 0.220 
5040, 2.254, -3.414 
5344, 0.870, -1.658 
5345, 0.910, -1.722 
5346, 1.041, -1.646 
5347, 0.730, -1.279 
5340, 1.540, -1.476 
5341, 1.594, -1.459 
5342, 1.666, -1.334 
5343, 1.358, -1.473 
7160, 1.134, 0.576 
5348, 0.826, -1.647 
7167, 0.704, -0.075 
7164, 1.174, 0.564 
9884, 1.145, -0.334 
8073, 2.131, -1.092 
8072, 2.133, -1.097 
8074, 2.122, -1.080 
5649, -3.157, -0.573 
5648, -2.937, -0.847 
8279, 1.175, -0.867 
8278, 1.555, -0.363 
8277, 1.061, -0.282 
8276, 1.577, -1.032 
8274, 1.531, 0.047 
8273, 1.574, -0.189 
5647, -2.937, -0.847 
5646, -2.949, -0.418 
8673, 0.698, -0.075 
8671, 0.831, -0.313 
8670, 1.082, 0.627 
8677, 1.138, 0.603 
8676, 1.138, 0.603 
8675, 0.821, -1.063 
8674, 0.729, -0.811 
4992, -5.705, 1.446 
8678, 1.138, 0.603 
6238, 1.108, 0.487 
5735, 0.879, 0.341 
9696, 1.576, -1.636 
8419, 0.770, -0.540 
5736, 0.931, 0.401 
5731, -3.151, -0.578 
5730, -3.181, -0.409 
5733, -2.927, -0.860 
5732, -2.926, -0.865 
8411, -0.190, 3.658 
8410, 1.194, -0.671 
5739, -2.944, -0.875 
9694, -0.097, 0.463 
6468, -5.896, 1.423 
9695, 1.995, -0.475 
9808, 2.113, -0.008 
7584, 1.704, -2.035 
9806, 1.655, 0.518 
9805, -0.216, -0.799 
6463, -1.150, 0.370 
9803, 2.172, 3.212 
6465, -1.638, 0.232 
9801, 1.426, 0.504 
9800, 1.426, 0.504 
7742, -2.527, -0.113 
7741, 3.389, 2.438 
7746, 1.068, 0.514 
7747, 1.068, 0.514 
7748, 0.845, 0.221 
7749, 1.068, 0.508 
8269, 1.687, -0.580 
5658, -3.219, -0.547 
5659, -2.945, -0.421 
6723, 0.895, 1.271 
8305, 1.340, -1.702 
6720, 0.897, 1.273 
6727, 0.423, 0.292 
8302, 1.239, -1.562 
4789, -3.033, -0.954 
6724, 2.881, -2.957 
4786, -3.237, 0.492 
6480, 1.045, 0.633 
8097, -0.248, -0.100 
5823, 1.441, 0.045 
6953, -3.425, -0.798 
5824, -3.154, -0.200 
8091, -1.091, -1.825 
8090, 2.041, -1.013 
6486, 2.881, 1.092 
7488, 1.125, 0.619 
9932, -0.529, 0.504 
6957, 1.075, 0.490 
9839, 0.200, -0.046 
6093, 2.127, 0.543 
6094, 0.178, -0.511 
6654, 0.946, 0.572 
6653, 0.894, 1.279 
6652, 0.894, 1.279 
5919, 0.687, -0.816 
5913, -2.968, -0.927 
6387, -3.018, -0.913 
6386, -3.018, -0.913 
6383, -2.944, -0.875 
5088, -2.882, -0.668 
5003, 1.098, 0.635 
5002, 1.073, 0.648 
9157, 0.078, 0.463 
9156, -0.047, 0.468 
5007, -3.261, -0.678 
5005, 1.099, 0.635 
5004, 2.529, -0.786 
9159, -0.383, 0.546 
9158, 0.469, 0.683 
7908, -3.240, -0.483 
9489, 1.589, -0.670 
9488, 1.638, -0.731 
9289, -3.267, 0.227 
7902, 1.551, -1.306 
7903, -3.349, -0.464 
9487, 1.619, -0.720 
7905, 0.881, -0.857 
7906, 1.194, 0.950 
9484, 1.289, -0.759 
8860, -1.890, -0.616 
8861, -1.744, -0.802 
9559, -0.444, -1.592 
9558, -0.419, -1.614 
4958, -1.896, -1.070 
4959, -2.273, 0.915 
9853, 1.731, -0.895 
4952, -3.300, -0.715 
4953, -2.721, -0.503 
9555, 0.721, -0.072 
4957, -3.489, 0.601 
9557, -1.041, -1.817 
9556, -1.038, -1.815 
9731, 1.499, -0.888 
9732, 1.569, -1.095 
9734, 0.393, -0.769 
7346, 1.904, -0.998 
7347, 1.837, -1.462 
9283, -2.732, -0.298 
5139, 1.114, 0.626 
5138, 1.104, 0.631 
5137, 1.070, 0.652 
5136, 1.112, 0.627 
5134, -3.187, -0.458 
5133, 1.754, 0.704 
5132, -2.661, -1.230 
7348, 1.894, -1.306 
7349, 1.757, -1.130 
9855, 1.541, 0.149 
8744, -1.964, -0.434 
7300, 2.262, -3.416 
7009, 0.270, -1.226 
7008, 0.550, -0.566 
9029, 1.061, 0.651 
9028, -1.463, 0.212 
8743, 0.069, -0.880 
7000, 1.086, 0.364 
9027, -0.306, 0.430 
9026, 1.061, 0.651 
7004, 0.345, -1.356 
7007, 0.554, -0.556 
7006, 0.554, -0.556 
7301, 2.213, -0.830 
5229, -2.209, -1.212 
5228, -2.284, -1.455 
5223, -2.868, 0.152 
5222, -2.988, -1.036 
5221, -2.889, -0.618 
5220, -2.944, -0.688 
5227, -2.878, -0.911 
5226, -2.925, -0.667 
5225, -2.407, -1.347 
5224, -3.341, -0.305 
8934, -1.761, -0.480 
8935, -2.145, -0.514 
8936, 0.315, -1.161 
6466, -2.043, 0.247 
8938, 1.285, -1.699 
7171, 1.124, 0.620 
8401, 1.130, 0.612 
7307, 2.203, -0.283 
5357, -1.001, -0.707 
5356, -0.871, -0.748 
5355, -1.054, -0.521 
5354, -0.374, -0.566 
5353, -0.091, -1.597 
5352, -0.102, -1.007 
5351, 0.184, -0.670 
5350, 0.405, -0.973 
5359, -1.609, -0.247 
5358, -1.416, -0.019 
8248, 1.337, -1.710 
8249, 3.124, 3.970 
8790, -1.793, -0.217 
8243, 2.853, 3.900 
8240, 3.035, 3.977 
8241, 2.628, 2.992 
8794, 0.398, 0.079 
8247, 2.852, 3.225 
8244, 2.874, 3.937 
8245, 3.243, 5.147 
9814, -2.144, -0.386 
5462, 1.329, 2.346 
6414, 2.136, 1.445 
8646, 1.690, -1.316 
5465, -3.203, -0.602 
8644, 0.056, 0.473 
8645, 1.645, -1.002 
8642, 0.990, -1.093 
5720, -3.019, -0.507 
8640, -0.633, 0.464 
8641, 1.645, -1.002 
8427, 1.033, -2.185 
8424, 0.892, 0.383 
6416, 2.137, 1.445 
5726, 1.745, 0.245 
8429, 1.137, 1.009 
5740, -3.157, -0.573 
5741, -3.151, -0.578 
5742, -3.157, -0.577 
5743, -3.192, -0.546 
5744, -1.217, -0.273 
5745, -3.193, -0.390 
5746, -3.157, -0.573 
5747, -2.925, -0.863 
5748, -3.161, -0.578 
9813, 0.649, 0.221 
6479, 1.046, 0.633 
5585, -2.859, -0.310 
5582, -3.031, -0.460 
5583, 1.333, -4.122 
5580, -2.951, -0.412 
5581, -2.949, -0.418 
7597, 2.290, -2.070 
7596, -2.715, -0.974 
6471, 0.319, 3.215 
7594, -1.863, -0.855 
9836, 0.966, 0.659 
7592, -2.438, -0.617 
6475, 1.210, 0.580 
5589, -2.709, -0.345 
9241, -0.304, -0.131 
7759, 0.772, 1.433 
7755, 0.750, 0.306 
7754, 0.747, 0.296 
7757, 1.036, 0.855 
7751, 0.814, 0.422 
7750, 1.070, 0.521 
7753, 1.231, -0.226 
8331, 1.080, 0.606 
8337, -2.400, -0.513 
6718, 0.941, 1.266 
6719, 0.897, 1.273 
6716, 0.686, 1.052 
8338, 0.225, -0.688 
6715, 1.101, 1.987 
6712, 0.975, 1.246 
6713, 0.973, 2.516 
6710, 0.795, 1.198 
6711, 0.772, 1.083 
9907, 1.454, -0.913 
9905, 1.730, -0.887 
9902, 1.730, -0.887 
9903, 1.730, -0.887 
9900, 1.730, -0.887 
9901, 1.739, -0.909 
9908, 1.798, -0.983 
9909, 1.454, -0.913 
5692, 0.727, -1.569 
5693, 0.773, -1.183 
5690, -2.935, -0.851 
5691, -2.933, -0.852 
5696, 0.710, -1.184 
5697, -3.192, -0.549 
5694, -3.020, -0.454 
5695, 0.843, -1.473 
5698, -3.192, -0.549 
5699, -3.156, -0.575 
6665, 0.810, 0.503 
5968, -2.524, -0.132 
5969, 2.635, -0.918 
5963, 0.668, 2.166 
5964, 0.668, 2.166 
5965, -4.365, -0.131 
5966, -4.365, -0.130 
5967, -2.430, -0.170 
5433, -3.237, 0.492 
4798, -1.626, -0.484 
9120, 0.471, -0.108 
9121, 1.122, 0.614 
9122, 1.128, 0.607 
9123, 0.471, -0.108 
9124, 0.594, 0.029 
9125, 0.594, 0.029 
5038, -2.968, -0.927 
9128, -2.527, -0.113 
5035, 1.009, 0.674 
5032, 1.001, 0.680 
5033, 0.971, 0.697 
5030, 1.080, 0.643 
7918, 1.194, 0.950 
7913, 1.194, 0.950 
7910, 1.200, 1.386 
7917, 1.194, 0.950 
7916, 1.114, 0.972 
7915, 1.107, 0.899 
7914, 1.130, 0.963 
4945, -1.915, -0.925 
4944, 2.384, -1.376 
4947, 1.114, 0.626 
4943, 2.439, -1.460 
4949, 1.121, 0.622 
4948, 1.114, 0.626 
6042, 2.313, -0.610 
6043, 2.428, -1.014 
6040, 2.428, -1.014 
6041, 2.329, -0.765 
6047, 1.536, 2.169 
6044, 1.136, 0.579 
6045, 1.536, 2.169 
9407, 1.000, 0.143 
5836, 0.888, 0.741 
5837, -2.131, -0.125 
6983, 0.251, -1.390 
5834, -3.423, -0.159 
6982, 0.257, -1.365 
9582, -0.231, -1.717 
7350, 1.831, -1.274 
9580, 0.482, -0.591 
9581, -0.469, -1.986 
9238, 1.704, -2.035 
9239, -0.353, -0.345 
8080, 2.082, -1.039 
9588, 0.639, -0.218 
5101, 1.094, 0.636 
5106, 1.107, 0.630 
5107, 1.103, 0.632 
5833, -3.283, -0.626 
8082, 2.082, -1.040 
5216, -2.198, -1.426 
9059, 0.696, 0.637 
5214, -2.183, -1.134 
5215, -2.729, 0.658 
5212, 2.331, -0.342 
5213, 2.466, -0.739 
5210, 1.996, 0.448 
5211, 2.164, -0.305 
9052, -0.078, 0.450 
9054, 0.336, -2.003 
5218, -3.204, -0.744 
5219, -2.933, -0.575 
7504, 1.082, -1.893 
9886, 1.584, -0.894 
7506, 0.967, -2.003 
8926, -2.674, -0.400 
8925, -2.673, -0.401 
8924, -2.673, -0.401 
8923, -2.741, -0.906 
8922, -2.882, -0.355 
8921, -2.386, -0.560 
7500, -0.520, 2.059 
5416, -0.161, -1.355 
7639, -2.891, -0.160 
7104, -2.527, -0.113 
6487, 0.490, 2.250 
7107, 0.786, -1.037 
7108, 1.124, 0.620 
7109, -0.012, -0.537 
6866, 2.722, 0.446 
6867, 0.895, 1.271 
6861, 1.025, 0.722 
6863, 2.121, -0.098 
5362, 1.990, 1.115 
5363, 2.524, 0.955 
5360, -1.113, 0.032 
5361, 1.849, 3.121 
6248, 1.004, 1.008 
5367, 1.322, -1.102 
5364, 2.279, 0.148 
5365, 1.193, -0.937 
5368, 1.645, -1.009 
5369, 1.835, -1.419 
7868, 1.109, 0.629 
6455, 0.322, 3.257 
8254, 2.112, -0.830 
8256, 2.686, 2.794 
8251, 3.116, 3.939 
8250, 3.120, 3.941 
8285, 1.647, -0.738 
8252, 1.624, -0.074 
7636, -3.215, -0.368 
7332, -0.066, -3.415 
8789, -1.785, -0.626 
8788, -1.783, -0.623 
9235, -0.357, -0.463 
8783, 0.590, -1.175 
8782, 2.287, -0.397 
8780, 2.458, 0.546 
8787, -1.786, -0.628 
9236, -0.353, -0.456 
7198, 1.124, 0.620 
9237, -0.345, -0.428 
7618, 0.876, 1.824 
7619, 1.021, 1.377 
5153, 0.109, 2.504 
7614, 1.291, 1.164 
7615, 1.319, 1.140 
7616, 1.321, 1.120 
7617, 1.321, 1.120 
7610, 1.024, -1.324 
7611, -2.625, -0.877 
7612, 1.322, 1.082 
7613, -2.709, -1.012 
8658, -2.527, -0.113 
8431, 0.892, 0.383 
8433, 1.628, -0.925 
8432, 1.137, 1.008 
8435, 2.191, -3.148 
8434, 1.309, -1.234 
8437, 1.933, -1.054 
8436, 0.970, -1.489 
8439, 1.148, 0.987 
6914, 0.145, -1.041 
6444, 1.232, 2.136 
6445, -1.433, -1.587 
6442, 1.150, 1.681 
5756, -1.964, -0.554 
5755, 1.571, -1.477 
9829, 1.138, 0.640 
6448, 1.256, 2.382 
5591, -2.989, -0.437 
5590, -3.146, -0.716 
5593, -3.157, -0.573 
5595, -2.739, -0.342 
5599, -2.951, -0.414 
5598, 1.053, 0.465 
6339, 1.381, 2.775 
7728, -1.586, -0.007 
7721, -0.498, -1.578 
7723, 1.925, -0.238 
7724, 2.809, 3.351 
7725, 0.894, 0.149 
7726, 1.068, 0.515 
7727, -2.140, -1.183 
6474, 1.233, 0.533 
9315, 0.825, 0.171 
8514, 1.096, 0.607 
6709, 0.895, 1.271 
6708, 1.117, 0.624 
8328, 1.798, -0.433 
6701, 0.423, 0.292 
6703, 1.370, 0.407 
6702, 0.967, 2.759 
6705, -2.974, -0.912 
6704, -2.622, -0.874 
6707, 1.117, 0.624 
6706, 1.117, 0.624 
9911, 1.213, -1.155 
9910, 1.586, -0.870 
9913, 1.795, -1.003 
9912, 1.687, -1.106 
9915, 1.551, 0.149 
9919, 1.649, -0.215 
7434, 2.839, 1.499 
7435, 1.143, 0.599 
7436, 1.299, 0.422 
7437, 1.129, 0.607 
7430, 1.366, 0.763 
5688, -3.201, -0.545 
7432, 1.486, 1.069 
7433, 1.381, 0.642 
5685, -3.156, -0.575 
5684, -3.156, -0.575 
5687, -3.156, -0.575 
5686, -3.156, -0.575 
5681, -2.494, -0.237 
5680, -2.126, -0.080 
5683, -3.334, -0.541 
5682, -3.334, -0.541 
6674, 0.812, 0.504 
6677, 0.812, 0.504 
7192, 1.165, 0.696 
5298, 2.235, 6.706 
8284, 1.472, -0.950 
5979, 1.205, 0.576 
5978, 1.215, 0.564 
5973, 0.720, -0.909 
8282, 1.489, -0.316 
5970, 0.155, -1.613 
6937, 0.303, -1.310 
5676, -3.334, -0.533 
5677, -2.609, -0.145 
9310, 0.796, -0.036 
5296, 1.221, 2.425 
8690, 0.831, -0.639 
8139, 2.083, -1.041 
7926, -3.025, -0.748 
5028, 1.081, 0.643 
7924, 1.194, 0.950 
7925, 0.581, 0.317 
7294, 0.364, -1.657 
7295, 2.070, -1.775 
7296, 1.813, -0.547 
7921, 1.194, 0.950 
5021, 1.060, 0.653 
5020, 1.017, 0.679 
5023, 1.070, 0.650 
9138, 1.124, 0.620 
5025, 1.060, 0.653 
5024, 1.070, 0.650 
7928, -3.249, -0.482 
7929, 1.158, 0.903 
4930, 1.467, -1.491 
4931, -2.968, -0.927 
4932, 2.574, -0.879 
4937, -1.915, -0.925 
6296, 1.278, 0.368 
6055, 1.536, 2.169 
6054, 0.606, 0.491 
6056, 1.216, 0.902 
6053, 1.536, 2.169 
6052, 1.138, 0.591 
5115, -2.051, -0.382 
5114, 1.098, 0.633 
5117, 1.162, -0.323 
5116, -3.215, -0.400 
5111, 0.393, -1.168 
5119, -3.267, -0.480 
5118, -1.558, -0.047 
9599, 0.552, -0.498 
7708, 3.060, 4.274 
8955, -1.440, -0.384 
9595, -1.040, -1.731 
9594, -0.122, 1.555 
7709, 2.867, 3.923 
9223, -0.224, -0.068 
9593, 1.889, -1.167 
9592, 0.206, -1.842 
9226, 0.332, -0.225 
4848, 1.079, 0.643 
4849, 1.058, 0.654 
4846, 1.099, 0.634 
4847, 1.071, 0.649 
6601, 2.191, -0.383 
4842, 0.608, 0.384 
8869, -2.196, 0.082 
5201, -1.712, 0.410 
5200, -1.418, 0.280 
9049, -0.061, 0.446 
5202, -0.360, -0.529 
5205, -0.542, -0.505 
5204, 1.799, -2.704 
5207, 1.192, 0.084 
5206, 1.873, -1.394 
5209, 1.897, -0.009 
5208, 1.953, 0.162 
9041, -0.093, 0.557 
9040, 1.041, 0.661 
9047, 0.610, 0.485 
9046, -0.214, 0.545 
9045, 0.610, 0.485 
5198, -2.968, -0.927 
8912, 1.104, 0.632 
8913, 1.116, 0.625 
8910, -2.103, 0.092 
8911, -3.183, 0.269 
8916, -3.382, -0.259 
8917, -3.385, -0.261 
8914, -2.250, -0.753 
8915, -2.248, -0.750 
8918, -3.365, -0.254 
8919, -2.390, -0.563 
7111, -1.220, -0.464 
7110, -1.220, -0.464 
7117, -1.220, -0.464 
7116, 0.398, -0.183 
7114, -1.220, -0.464 
7118, 1.103, 0.604 
6870, 2.753, -0.009 
5379, 1.261, 0.069 
5378, 1.514, -0.178 
5375, 2.299, -0.080 
5374, 1.766, -0.152 
